Ubat_W/m²_K;Complément_d'adresse_bâtiment;Méthode_application_DPE;N°_département_(BAN);Qualité_isolation_menuiseries;Nombre_appartement;Emission_GES_5_usages_énergie_n°2;Coordonnée_cartographique_X_(BAN);Date_fin_validité_DPE;Protection_solaire_exterieure_(0/1);Coût_total_5_usages;Conso_ECS_dépensier_é_primaire;Catégorie_ENR;Présence_brasseur_air_(0/1);Date_établissement_DPE;Score_BAN;Type_énergie_n°2;Conso_auxiliaires_é_primaire;N°_étage_appartement;N°_région_(BAN);Deperditions_planchers_hauts;Adresse_brute;Emission_GES_refroidissement_dépensier;Version_DPE;Deperditions_planchers_bas;Surface_tertiaire_immeuble;Coût_chauffage;_i;Qualité_isolation_plancher_bas;Déperditions_renouvellement_air;Surface_habitable_logement;Type_énergie_n°1;Conso_chauffage_é_finale;Besoin_refroidissement;Emission_GES_éclairage;Code_INSEE_(BAN);Conso_refroidissement_dépensier_é_primaire;Conso_ECS_dépensier_é_finale;Typologie_logement;_score;Classe_altitude;Coût_ECS;Conso_ECS_é_primaire;Nombre_niveau_logement;Adresse_(BAN);Emission_GES_ECS;Conso_chauffage_dépensier_é_finale;Date_visite_diagnostiqueur;Conso_refroidissement_é_finale;Déperditions_ponts_thermiques;Coordonnée_cartographique_Y_(BAN);Type_énergie_n°3;_geopoint;Emission_GES_5_usages_par_m²;Logement_traversant_(0/1);Conso_chauffage_é_primaire;Deperditions_enveloppe;Cage_d'escalier;Emission_GES_5_usages_énergie_n°1;Hauteur_sous-plafond;Inertie_lourde_(0/1);Qualité_isolation_enveloppe;Conso_éclairage_é_finale;Identifiant__BAN;Déperditions_portes;Coût_chauffage_dépensier;Emission_GES_auxiliaires;Statut_géocodage;Emission_GES_refroidissement;Position_logement_dans_immeuble;Coût_refroidissement;Conso_5_usages_é_primaire;Besoin_ECS;Coût_chauffage_énergie_n°1;Indicateur_confort_été;Conso_5_usages_é_finale_énergie_n°1;Code_postal_(BAN);Emission_GES_chauffage;Type_installation_chauffage;_id;Coût_ECS_dépensier;Surface_habitable_immeuble;Conso_éclairage_é_primaire;_rand;Nombre_niveau_immeuble;N°_DPE_remplacé;Conso_5_usages/m²_é_finale;Type_bâtiment;Conso_refroidissement_dépensier_é_finale;Nom_résidence;Date_réception_DPE;Qualité_isolation_plancher_haut_comble_aménagé;N°DPE;Type_énergie_principale_chauffage;Type_installation_ECS_(général);Isolation_toiture_(0/1);Conso_5_usages_é_finale;Conso_chauffage_dépensier_é_primaire;Coût_éclairage;Classe_inertie_bâtiment;Etiquette_GES;N°_voie_(BAN);Coût_ECS_énergie_n°1;Emission_GES_chauffage_dépensier;Coût_chauffage_énergie_n°2;Conso_auxiliaires_é_finale;Déperditions_murs;Deperditions_baies_vitrées;Qualité_isolation_murs;Etiquette_DPE;Emission_GES_5_usages;Emission_GES_5_usages_énergie_n°3;Conso_refroidissement_é_primaire;N°_DPE_immeuble_associé;Coût_ECS_énergie_n°2;Invariant_fiscal_logement;Code_postal_(brut);Zone_climatique_;Coût_ECS_énergie_n°3;Coût_chauffage_énergie_n°3;Conso_ECS_é_finale;Modèle_DPE;Coût_auxiliaires;Coût_refroidissement_dépensier;Nom__rue_(BAN);Nom__commune_(BAN);Emission_GES_ECS_dépensier;Conso_5_usages_par_m²_é_primaire;Besoin_chauffage;Appartement_non_visité_(0/1);Complément_d'adresse_logement
2.22;345603;dpe appartement individuel;69.0;moyenne;1.0;110.3;842548.27;03/07/2034;FAUX;2420.1;3248.2;;FAUX;04/07/2024;0.63;Électricité;1279.9;0.0;84.0;0.0;42 Rue du Président Edouard Herriot;0.0;02/04/2024;0.0;;1831.7;183368;très bonne;90.0;96.3;Gaz naturel;17495.1;0;12.4;69381.0;0.0;2630.1;;29.3162;inférieur à 400m;380.3;3248.2;1.0;42 Rue Président Edouard Herriot 69001 Lyon;299.2;21228.4;04/07/2024;0.0;14.3;6520044.25;;45.76510401491612,4.834213052927506;44.0;VRAI;17495.1;301.1;;4208.3;3.0;FAUX;insuffisante;179.2;69381_5720_00042;1.6;1831.7;35.6;adresse géocodée ban à l'adresse;0.0;;0.0;22435.3;1438,4;1831.7;insuffisant;18538.9;69001;3971.4;individuel;wT1Gbpr5bFn_EYk0qEg-D;380.3;;412.0;111326;;;210.0;appartement;0.0;;05/07/2024;;2469E2447479P;Gaz naturel;individuel;FAUX;20233.0;17495.1;50.7;Moyenne;D;42;109.3;3971.4;0.0;556.5;160.0;35.3;insuffisante;D;4318.6;;0.0;;271.1;;69001;H1c;;;2002.2;DPE 3CL 2021 méthode logement;157.4;0.0;Rue Président Edouard Herriot;Lyon;299.2;232.0;14105.1;;Etage 4
1.21;23/3106_p01;dpe appartement individuel;69.0;moyenne;1.0;58.9;842294.04;05/07/2034;FAUX;1345.3;2110.0;;FAUX;06/07/2024;0.58;Électricité;1686.3;0.0;84.0;0.0;12, Rue des Augustins;0.0;02/04/2024;0.0;;787.6;184676;très bonne;54.0;93.0;Gaz naturel;6835.0;0;11.9;69381.0;0.0;2786.8;;29.3162;inférieur à 400m;243.1;2110.0;1.0;12 Rue des Augustins 69001 Lyon;479.0;8479.2;03/07/2024;0.0;19.4;6520322.6;;45.767662977815725,4.831026007387759;22.0;VRAI;6835.0;136.0;;2030.5;2.7;FAUX;insuffisante;173.0;69381_0555_00012;7.5;787.6;46.9;adresse géocodée ban à l'adresse;0.0;;0.0;11029.1;1415,9;787.6;insuffisant;8945.0;69001;1551.6;individuel;PgMoZOX9NVaA179fsAkTp;243.1;;397.8;702654;;;105.0;appartement;0.0;;07/07/2024;;2469E2452747F;Gaz naturel;individuel;FAUX;9851.1;6835.0;60.1;Légère;C;12;243.1;1551.6;0.0;733.2;17.4;37.7;bonne;C;2089.4;;0.0;;0.0;;69001;H1c;;;2110.0;DPE 3CL 2021 méthode logement;254.6;0.0;Rue des Augustins;Lyon;479.0;118.0;4648.2;;Etage 5
1.13;24/3812;dpe appartement individuel;69.0;insuffisante;1.0;444.3;842607.35;11/07/2034;FAUX;948.8;3535.3;;FAUX;12/07/2024;0.58;Gaz naturel;77.1;0.0;84.0;6.6;7, rue Neuve;0.0;02/04/2024;0.0;;546.9;187328;très bonne;18.2;35.5;Électricité;3138.9;0;4.5;69381.0;0.0;1956.6;;29.3162;inférieur à 400m;377.4;3535.3;1.0;7 Rue Neuve 69001 Lyon;99.9;3964.8;10/07/2024;0.0;4.9;6520061.06;;45.765242986767944,4.83497800570868;18.0;FAUX;4674.9;76.2;;199.9;2.5;FAUX;insuffisante;65.9;69381_5005_00007;0.0;546.9;2.1;adresse géocodée ban à l'adresse;0.0;;0.0;8438.9;950;290.1;insuffisant;2818.1;69001;537.7;individuel;k3dIRr8LVQYQ3Dmb2cjCS;377.4;;151.6;514592;;;134.0;appartement;0.0;;13/07/2024;bonne;2469E2538503N;Gaz naturel;individuel;VRAI;4775.4;4674.9;16.2;Moyenne;C;7;377.4;537.7;256.8;33.5;29.6;16.8;insuffisante;D;644.3;;0.0;;0.0;;69001;H1c;;;1537.1;DPE 3CL 2021 méthode logement;8.2;0.0;Rue Neuve;Lyon;99.9;238.0;2591.9;;
0.73;202422144;dpe appartement individuel;69.0;moyenne;1.0;;841907.27;27/08/2034;FAUX;1645.0;4603.9;;FAUX;28/08/2024;0.59;;0.0;0.0;84.0;6.0;17 Rue Rivet;0.0;02/04/2024;0.0;;1195.1;195147;très bonne;64.6;61.4;Électricité;5620.3;0;7.9;69381.0;0.0;2532.7;;29.3162;inférieur à 400m;425.6;4603.9;1.0;17 Rue Rivet 69001 Lyon;130.1;6817.9;28/08/2024;0.0;7.5;6520561.69;;45.76989602578517,4.826122002840569;9.0;FAUX;12926.7;143.2;;582.0;2.5;FAUX;moyenne;114.2;69381_6050_00017;2.4;1195.1;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;17793.2;1202,4;1195.1;insuffisant;7736.2;69001;444.0;individuel;0FeKCDsE2SP_TJiSGUn0W;425.6;;262.5;656778;;;126.0;appartement;0.0;;29/08/2024;;2469E2996090A;Électricité;individuel;VRAI;7736.2;12926.7;24.3;Légère;B;17;425.6;444.0;;0.0;41.1;21.6;insuffisante;E;582.0;;0.0;;;;69001;H1c;;;2001.7;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Rivet;Lyon;130.1;289.0;6012.3;;
0.28;DIA-VRR05-2409-001;dpe appartement individuel;69.0;très bonne;1.0;;842397.91;02/09/2034;FAUX;657.6;2718.2;;FAUX;03/09/2024;0.96;;0.0;0.0;84.0;0.0;2 Rue Valfenière;0.0;02/04/2024;0.0;;352.3;195460;très bonne;11.9;22.7;Électricité;1412.4;0;2.9;69381.0;0.0;1533.2;;29.3162;inférieur à 400m;294.8;2718.2;1.0;2 Rue Valfenière 69001 Lyon;76.8;1763.2;02/09/2024;0.0;2.5;6520188.05;;45.76643000116264,4.832321947621001;8.0;FAUX;3248.4;40.8;;191.3;3.2;FAUX;très bonne;42.1;69381_7235_00002;0.0;352.3;0.0;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;6063.5;795,7;352.3;moyen;2636.3;69001;111.6;individuel;8J_R34mcCeb6A-imgDP-a;294.8;;96.9;290055;;;116.0;appartement;0.0;;04/09/2024;;2469E3070029V;Électricité;individuel;FAUX;2636.3;3248.4;10.5;Légère;B;2;294.8;111.6;;0.0;21.6;4.7;insuffisante;D;191.3;;0.0;;;;69001;H1c;;;1181.8;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Valfenière;Lyon;76.8;267.0;1469.9;;Etage : 2
0.64;193324;dpe appartement individuel;69.0;insuffisante;1.0;;842076.45;10/09/2034;FAUX;1154.9;3223.0;;FAUX;11/09/2024;0.61;;0.0;0.0;84.0;0.0;9 Mnt des Carmélites;0.0;02/04/2024;0.0;;833.9;196876;très bonne;20.1;31.2;Électricité;3792.0;0;4.0;69381.0;0.0;1798.2;;29.3162;inférieur à 400m;308.2;3223.0;1.0;9 Montée des Carmélites 69001 Lyon;91.1;4672.6;10/09/2024;0.0;6.7;6520721.78;;45.77130198244268,4.828345996571883;12.0;FAUX;8721.6;100.2;;394.7;3.6;FAUX;bonne;58.0;69381_1255_00009;1.7;833.9;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;12077.9;898,7;833.9;insuffisant;5251.3;69001;299.6;individuel;KldC4Xf6-jUfKWTHRMo5a;308.2;;133.4;974618;;;168.0;appartement;0.0;;12/09/2024;;2469E3165325B;Électricité;individuel;FAUX;5251.3;8721.6;12.8;Légère;C;9;308.2;299.6;;0.0;48.9;22.8;insuffisante;F;394.7;;0.0;;;;69001;H1c;;;1401.3;DPE 3CL 2021 méthode logement;0.0;0.0;Montée des Carmélites;Lyon;91.1;387.0;4005.6;;Etage 2
0.55;69/2024/07/83381/SCI CEBAST;dpe appartement individuel;69.0;insuffisante;1.0;;842343.72;03/07/2034;FAUX;917.1;2847.9;;VRAI;04/07/2024;0.62;;0.0;0.0;84.0;0.0;"8 Rue Terme
Immeuble 229";0.0;02/04/2024;0.0;;622.1;197471;très bonne;24.1;27.0;Électricité;2717.5;0;3.5;69381.0;0.0;1612.8;;29.3162;inférieur à 400m;283.5;2847.9;1.0;8 Rue Terme 69001 Lyon;80.5;3377.1;03/07/2024;0.0;5.2;6520439.61;;45.76870598182679,4.831699976568704;11.0;VRAI;6250.2;82.0;;298.6;3.3;FAUX;bonne;50.2;69381_6925_00008;3.3;622.1;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;9213.6;848,1;622.1;insuffisant;4005.9;69001;214.7;individuel;be8nwrwE9sK--oyJ1okqm;283.5;;115.5;748409;;;148.0;appartement;0.0;;05/07/2024;;2469E2434321N;Électricité;individuel;FAUX;4005.9;6250.2;11.5;Légère;B;8;283.5;214.7;;0.0;18.8;30.5;insuffisante;E;298.6;;0.0;;;;69001;H1c;;;1238.2;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Terme;Lyon;80.5;341.0;2912.8;;"Etage : 2ème ;"
1.1;082428FRANCOIS-GUY;dpe appartement individuel;69.0;insuffisante;1.0;;842361.14;26/08/2034;FAUX;1683.1;4228.8;;FAUX;27/08/2024;0.64;;756.3;0.0;84.0;19.2;31 RUE SERGENT BLANDAN;0.0;02/04/2024;0.0;;1199.3;197489;très bonne;41.8;60.0;Électricité;5650.0;0;7.7;69381.0;0.0;2365.5;;29.3162;inférieur à 400m;390.3;4228.8;2.0;31 Rue Sergent Blandan 69001 Lyon;119.5;6957.7;27/08/2024;0.0;9.0;6520469.45;;45.768970976700786,4.831932966159068;9.0;FAUX;12994.9;140.6;;594.6;2.9;FAUX;insuffisante;111.6;69381_6735_00031;2.3;1199.3;21.0;adresse géocodée ban à l'adresse;0.0;;0.0;18236.7;1193;1199.3;insuffisant;7929.0;69001;446.3;individuel;wHlz4q10ErDYx82dbg7FS;390.3;;256.6;698164;;;132.0;appartement;0.0;;28/08/2024;;2469E2977280O;Électricité;individuel;VRAI;7929.0;12994.9;23.7;Moyenne;B;31;390.3;446.3;;328.8;46.6;21.7;insuffisante;E;594.6;;0.0;;;;69001;H1c;;;1838.6;DPE 3CL 2021 méthode logement;69.8;0.0;Rue Sergent Blandan;Lyon;119.5;303.0;5917.8;;4EME
2.18;DO7-011757924;dpe appartement individuel;69.0;bonne;1.0;;842311.01;09/09/2034;FAUX;566.3;3008.5;;FAUX;10/09/2024;0.61;;131.8;0.0;84.0;0.0;8 Rue d'Algérie;0.0;02/04/2024;0.0;;195.7;197524;très bonne;9.4;24.0;Électricité;744.4;0;3.1;69381.0;0.0;1666.6;;29.3162;inférieur à 400m;343.9;3008.5;1.0;8 Rue d'Algérie 69001 Lyon;85.0;974.6;10/09/2024;0.0;7.0;6520278.23;;45.76725999493796,4.831231058837592;6.0;FAUX;1712.0;35.7;;150.6;3.0;FAUX;insuffisante;44.6;69381_0160_00008;0.0;195.7;3.7;adresse géocodée ban à l'adresse;0.0;;0.0;4955.0;812;195.7;insuffisant;2154.3;69001;58.8;individuel;vURJzqD4WZw4PpTnxXMIT;343.9;;102.7;538172;;;89.0;appartement;0.0;;11/09/2024;;2469E3156009T;Électricité;individuel;FAUX;2154.3;1712.0;11.7;Légère;A;8;343.9;58.8;;57.3;9.4;10.0;insuffisante;C;150.6;;0.0;;;;69001;H1c;;;1308.1;DPE 3CL 2021 méthode logement;15.1;0.0;Rue d'Algérie;Lyon;85.0;206.0;789.2;;
1.07;;dpe appartement individuel;69.0;très bonne;;;842440.18;28/07/2034;VRAI;926.0;5281.8;;FAUX;29/07/2024;0.53;;741.4;4.0;84.0;0.0;18 rue Calliet;0.0;02/04/2024;0.0;;428.0;198785;;27.4;53.3;Électricité;1872.6;0;6.8;69381.0;0.0;2296.5;;29.3162;inférieur à 400m;401.0;4035.4;1.0;18 Rue Calliet 69001 Lyon;114.0;2421.8;28/07/2024;0.0;14.0;6520975.93;;45.77351402912794,4.833100979495957;5.4;FAUX;4307.0;65.2;;289.5;2.5;VRAI;insuffisante;99.2;69381_1175_00018;0.0;534.0;20.6;adresse géocodée ban à l'adresse;0.0;;0.0;9311.9;1148;428.0;moyen;4048.7;69001;147.9;individuel;DKlEUHJwuuZDgvB2uWktk;506.0;;228.1;289377;;;75.9;appartement;0.0;Bâtiment;30/07/2024;;2469E2743196I;Électricité;individuel;FAUX;4048.7;5570.0;23.0;Lourde;A;18;401.0;191.3;;322.3;12.4;11.4;moyenne;C;289.6;;0.0;;;;69001;H1c;;;1754.5;DPE 3CL 2021 méthode logement;74.0;0.0;Rue Calliet;Lyon;149.3;174.6;1782.2;;
0.28;300824/72417;dpe appartement individuel;69.0;bonne;1.0;;842285.2;02/09/2034;FAUX;800.2;3390.0;;FAUX;03/09/2024;0.61;;0.0;0.0;84.0;0.0;6 Rue Constantine;0.0;02/04/2024;0.0;;435.3;198851;très bonne;33.8;38.5;Électricité;1843.7;0;4.9;69381.0;0.0;1909.9;;29.3162;inférieur à 400m;348.0;3390.0;1.0;6 Rue Constantine 69001 Lyon;95.8;2346.3;03/09/2024;0.0;7.3;6520217.65;;45.76672001445853,4.83088098813986;6.0;VRAI;4240.5;64.9;;246.4;2.9;FAUX;très bonne;71.7;69381_1895_00006;1.6;435.3;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;7795.3;987,2;435.3;insuffisant;3389.2;69001;145.7;individuel;Q7fHSGP59lVEwUTw4oq46;348.0;;164.8;315862;;;87.0;appartement;0.0;;04/09/2024;;2469E3069527N;Électricité;individuel;FAUX;3389.2;4240.5;16.9;Légère;A;6;348.0;145.7;;0.0;8.3;13.9;insuffisante;D;246.4;;0.0;;;;69001;H1c;;;1473.9;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Constantine;Lyon;95.8;202.0;1928.8;;4°
2.38;24/3584_p01;dpe appartement individuel;69.0;insuffisante;1.0;66.2;842294.04;05/07/2034;FAUX;2511.7;2141.4;;FAUX;06/07/2024;0.58;Électricité;1930.4;0.0;84.0;0.0;12, Rue des Augustins;0.0;02/04/2024;0.0;;1938.5;202494;très bonne;97.4;97.0;Gaz naturel;18710.2;0;12.4;69381.0;0.0;2831.2;;29.3162;inférieur à 400m;221.9;2141.4;1.0;12 Rue des Augustins 69001 Lyon;486.1;22925.2;03/07/2024;0.0;23.4;6520322.6;;45.767662977815725,4.831026007387759;49.0;VRAI;18710.2;334.9;;4733.3;3.4;FAUX;insuffisante;180.4;69381_0555_00012;0.0;1938.5;53.7;adresse géocodée ban à l'adresse;0.0;;0.0;23196.8;1442,9;1938.5;insuffisant;20851.6;69001;4247.2;individuel;A2hra8egn5uOEPFRkFKMv;221.9;;414.9;759851;;;225.0;appartement;0.0;;07/07/2024;;2469E2451481N;Gaz naturel;individuel;FAUX;21871.3;18710.2;62.1;Moyenne;D;12;221.9;4247.2;0.0;839.3;148.4;65.7;insuffisante;D;4799.5;;0.0;;0.0;;69001;H1c;;;2141.4;DPE 3CL 2021 méthode logement;289.1;0.0;Rue des Augustins;Lyon;486.1;239.0;14192.9;;"Etage 3; Porte Gauche"
2.25;002EW225771;dpe appartement individuel;69.0;bonne;1.0;15.8;842350.73;03/08/2034;FAUX;1336.9;1353.1;;FAUX;04/08/2024;0.97;Électricité;389.5;0.0;84.0;152.8;25 Rue des Tables Claudiennes;0.0;02/04/2024;0.0;;1102.7;204363;très bonne;24.3;39.0;Gaz naturel;9934.1;0;5.0;69381.0;0.0;1814.0;;29.3162;inférieur à 400m;150.2;1353.1;1.0;25 Rue des Tables Claudiennes 69001 Lyon;307.1;11903.2;04/08/2024;0.0;6.8;6520686.82;;45.770930017428626,4.831863936378418;66.0;FAUX;9934.1;229.4;;2562.2;2.5;FAUX;insuffisante;72.5;69381_6880_00025;2.9;1102.7;10.8;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;11843.5;992,9;1102.7;insuffisant;11287.2;69001;2255.0;individuel;t-Julr-IIglHOLTdo_ZtU;150.2;;166.8;55647;;;295.0;appartement;0.0;;05/08/2024;insuffisante;2469E2813948O;Gaz naturel;individuel;FAUX;11529.1;9934.1;25.2;Légère;E;25;150.2;2255.0;0.0;169.3;31.9;10.8;insuffisante;E;2578.0;;0.0;;0.0;;69001;H1c;;;1353.1;DPE 3CL 2021 méthode logement;58.8;0.0;Rue des Tables Claudiennes;Lyon;307.1;303.0;10508.0;;Etage : 4
1.44;2024-07-52480-ALLIADE-HABITAT-N138-1-7-022387;dpe appartement individuel;69.0;insuffisante;1.0;49.4;842519.09;21/07/2034;FAUX;2370.6;3384.9;;FAUX;22/07/2024;0.54;Électricité;1465.9;0.0;84.0;117.3;7 rue de la Fromagerie;0.0;02/04/2024;0.0;;1754.5;206901;très bonne;55.7;67.0;Gaz naturel;16894.2;0;8.6;69381.0;0.0;4016.3;;29.3162;inférieur à 400m;351.5;3384.9;1.0;7 Rue de la Fromagerie 69001 Lyon;768.4;20144.2;09/07/2024;0.0;4.3;6520028.35;;45.764966978333476,4.833832969201244;69.0;VRAI;16894.2;225.4;;4603.4;2.5;FAUX;insuffisante;124.6;69381_2915_00007;4.5;1754.5;40.8;adresse géocodée ban à l'adresse;0.0;;0.0;22031.7;1240,3;1754.5;insuffisant;20279.1;69001;3835.0;individuel;YzFg9LBDbvQrOiIEBNJCY;351.5;;286.6;331703;;;314.0;appartement;0.0;;23/07/2024;;2469E2669471T;Gaz naturel;individuel;FAUX;21041.1;16894.2;43.3;Légère;E;7;351.5;3835.0;0.0;637.4;32.8;10.8;insuffisante;E;4652.8;;0.0;;0.0;;69001;H1c;;;3384.9;DPE 3CL 2021 méthode logement;221.3;0.0;Rue de la Fromagerie;Lyon;768.4;328.0;10997.6;;N138-1-7
0.76;24/09/MEURETTE/1853;dpe appartement individuel;69.0;moyenne;1.0;;842613.4;11/09/2034;FAUX;948.9;3691.3;;FAUX;12/09/2024;0.54;;720.1;0.0;84.0;0.0;5 Rue Coustou;0.0;02/04/2024;0.0;;496.2;212970;très bonne;30.5;39.4;Électricité;2182.6;0;5.1;69381.0;0.0;2045.7;;29.3162;inférieur à 400m;364.9;3691.3;1.0;5 Rue Coustou 69001 Lyon;104.3;2735.9;11/09/2024;0.0;4.9;6520509.86;;45.76928202346505,4.835190016289097;7.0;FAUX;5019.9;64.5;;301.8;2.5;FAUX;moyenne;73.3;69381_1955_00005;6.7;496.2;20.0;adresse géocodée ban à l'adresse;0.0;;0.0;9600.0;998,2;496.2;moyen;4173.9;69001;172.4;individuel;pzJI8vl5mVAxBBUZb1K55;364.9;;168.7;289375;;;105.0;appartement;0.0;;13/09/2024;;2469E3191440M;Électricité;individuel;FAUX;4173.9;5019.9;16.7;Légère;B;5;364.9;172.4;;313.1;12.4;10.1;bonne;D;301.8;;0.0;;;;69001;H1c;;;1604.9;DPE 3CL 2021 méthode logement;71.2;0.0;Rue Coustou;Lyon;104.3;243.0;2236.3;;
0.62;2024-07-042 OS 1786663;dpe appartement individuel;69.0;bonne;1.0;;842134.5;02/07/2034;FAUX;1043.0;2978.7;;FAUX;03/07/2024;0.57;;152.9;0.0;84.0;1.8;4, RUE SAINT FRANCOIS D' ASSISE;0.0;02/04/2024;0.0;;729.4;213278;très bonne;25.0;23.0;Électricité;3266.3;0;3.0;69381.0;0.0;1648.4;;29.3162;inférieur à 400m;289.2;2978.7;1.0;4 Rue Saint François d'Assise 69001 Lyon;84.2;3992.0;01/07/2024;0.0;4.0;6520994.39;;45.77374404208139,4.8291740123450175;15.0;FAUX;7512.5;85.8;;349.4;2.7;FAUX;bonne;42.8;69381_6350_00004;0.0;729.4;4.3;adresse géocodée ban à l'adresse;0.0;;0.0;10742.5;799,9;729.4;insuffisant;4670.7;69001;258.0;individuel;Rx1CsoOumvPK7LCxwxGub;289.2;;98.4;932715;;;203.0;appartement;0.0;;04/07/2024;;2469E2428917R;Électricité;individuel;FAUX;4670.7;7512.5;9.6;Légère;C;4;289.2;258.0;;66.5;47.0;8.1;insuffisante;G;349.4;;0.0;;;;69001;H1c;;;1295.1;DPE 3CL 2021 méthode logement;14.8;0.0;Rue Saint François d'Assise;Lyon;84.2;467.0;3779.2;;Etage : 2ème
1.27;;dpe appartement individuel;69.0;moyenne;;;842416.73;10/09/2034;FAUX;864.0;3783.6;;VRAI;11/09/2024;0.97;;47.0;;84.0;0.0;10 RUE IMBERT COLOMES;0.0;02/04/2024;16.6;;550.0;214282;insuffisante;14.5;22.8;Électricité;2372.7;0;0.1;69381.0;0.0;1645.1;;29.3162;inférieur à 400m;300.0;2973.3;1.0;10 Rue Imbert Colomès 69001 Lyon;4.5;2922.1;11/09/2024;0.0;4.6;6520734.0;;45.771340963972534,4.832727052719228;12.0;FAUX;5457.2;63.9;;12.8;2.5;FAUX;insuffisante;42.4;69381_3600_00010;6.5;653.0;0.0;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;8575.1;797,7;550.0;insuffisant;3707.9;69001;8.2;individuel;M8WqGW-gWlffnXFHzgX_a;368.0;;97.6;788383;;;163.4;appartement;0.0;;12/09/2024;;2469E3167036W;Électricité;individuel;VRAI;3728.3;6720.7;10.0;Moyenne;C;10;300.0;10.1;;20.4;18.2;3.5;insuffisante;F;275.7;;0.0;;;;69001;H1c;;;1292.8;DPE 3CL 2021 méthode logement;864.0;0.0;Rue Imbert Colomès;Lyon;5.7;375.7;2672.2;;
0.76;ROCHET 0924-07 APPARTEMENT T2 1ER ETAGE DROITE;dpe appartement individuel;69.0;insuffisante;1.0;;841145.09;04/09/2034;FAUX;1294.0;3909.6;;FAUX;05/09/2024;0.8;;0.0;0.0;84.0;0.0;5 Montée de la Butte;0.0;02/04/2024;0.0;;905.3;214388;très bonne;42.8;48.0;Électricité;4167.3;0;6.2;69381.0;0.0;2186.2;;29.3162;inférieur à 400m;369.3;3909.6;1.0;5 Montée de la Butte 69001 Lyon;110.5;5180.3;05/09/2024;0.0;7.0;6520421.81;;45.76879503978986,4.816276024246585;9.0;VRAI;9584.8;112.0;;445.9;3.5;FAUX;moyenne;89.3;69381_1160_00005;2.3;905.3;0.0;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;13699.7;1101,4;905.3;insuffisant;5956.4;69001;329.2;individuel;aZQciDkytxQhgmZYISd0L;369.3;;205.3;792730;;;124.0;appartement;0.0;;06/09/2024;;2469E3100027P;Électricité;individuel;FAUX;5956.4;9584.8;19.4;Légère;B;5;369.3;329.2;;0.0;26.9;32.9;bonne;E;445.9;;0.0;;;;69001;H1c;;;1699.8;DPE 3CL 2021 méthode logement;0.0;0.0;Montée de la Butte;Lyon;110.5;285.0;4039.6;;Etage : 1er Droite
0.45;24-0534;dpe appartement individuel;69.0;insuffisante;1.0;;842554.46;15/07/2034;FAUX;1013.2;3694.8;;FAUX;16/07/2024;0.64;;426.0;0.0;84.0;0.0;29 Rue Imbert Colomes;0.0;02/04/2024;0.0;;570.7;215977;très bonne;21.5;30.6;Électricité;2510.5;0;3.9;69381.0;0.0;2047.9;;29.3162;inférieur à 400m;365.2;3694.8;1.0;29 Rue Imbert Colomès 69001 Lyon;104.4;3098.2;11/07/2024;0.0;12.8;6520761.53;;45.77156000419955,4.834507059268241;10.0;VRAI;5774.2;73.8;;318.5;2.5;VRAI;très bonne;57.0;69381_3600_00029;0.0;570.7;11.9;adresse géocodée ban à l'adresse;0.0;;0.0;10026.1;892,1;570.7;insuffisant;4359.2;69001;198.3;individuel;a7-U6kPoYFsTIxW4p-Fpe;365.2;;131.1;749381;;;142.0;appartement;0.0;;17/07/2024;;2469E2588999R;Électricité;individuel;FAUX;4359.2;5774.2;13.0;Très lourde;B;29;365.2;198.3;;185.2;24.9;14.6;insuffisante;E;318.5;;0.0;;;;69004;H1c;;;1606.5;DPE 3CL 2021 méthode logement;64.3;0.0;Rue Imbert Colomès;Lyon;104.4;327.0;2759.7;;Etage 1
